Year,Month,Week,Country,Region,Student_Count,Gender,Degree_Type,Course,Interest_Area
2023,February,08,Australia,Europe,214,Male,Postgraduate,Engineering,Entrepreneurship
2023,January,02,USA,Asia,105,Male,PhD,Business,Research
2021,June,24,USA,Asia,470,Female,PhD,Engineering,Entrepreneurship
2022,March,10,Canada,Europe,444,Other,Undergraduate,Business,Research
2023,January,04,Canada,Europe,391,Other,Undergraduate,Arts,Entrepreneurship
2023,December,52,UK,North America,297,Female,PhD,Arts,Employment
2023,July,29,USA,Asia,452,Female,Undergraduate,Engineering,Entrepreneurship
2023,September,36,India,North America,433,Male,Postgraduate,Medicine,Research
2022,September,38,Canada,Europe,395,Other,PhD,Arts,Employment
2022,July,29,India,Oceania,392,Other,PhD,Science,Entrepreneurship
2021,October,42,USA,Asia,320,Female,PhD,Arts,Research
2022,August,32,India,Asia,228,Male,PhD,Medicine,Entrepreneurship
2021,December,49,Canada,Oceania,298,Female,Postgraduate,Science,Entrepreneurship
2021,March,13,USA,Asia,55,Other,PhD,Engineering,Research
2021,January,03,UK,Oceania,201,Other,Undergraduate,Arts,Entrepreneurship
2023,March,09,India,North America,283,Female,PhD,Medicine,Research
2021,June,22,India,Oceania,212,Other,PhD,Medicine,Research
2021,October,41,USA,North America,491,Female,PhD,Medicine,Research
2021,August,31,UK,Europe,481,Male,Postgraduate,Engineering,Research
2023,July,29,Canada,Asia,357,Female,PhD,Engineering,Employment
2022,July,27,Australia,Asia,272,Male,Postgraduate,Science,Employment
2021,June,24,India,North America,378,Other,Postgraduate,Science,Employment
2023,November,44,USA,Oceania,128,Female,Postgraduate,Science,Entrepreneurship
2021,October,43,USA,Europe,400,Female,Postgraduate,Science,Employment
2023,February,07,Australia,Oceania,217,Female,Postgraduate,Medicine,Entrepreneurship
2022,October,42,UK,Asia,249,Other,Undergraduate,Arts,Entrepreneurship
2021,January,01,Australia,North America,301,Other,Undergraduate,Science,Employment
2022,January,01,UK,North America,360,Other,Postgraduate,Engineering,Research
2021,October,42,Canada,Europe,474,Other,Undergraduate,Medicine,Entrepreneurship
2023,September,39,Australia,Oceania,181,Female,Undergraduate,Engineering,Research
2022,September,38,India,North America,255,Other,Postgraduate,Engineering,Employment
2021,November,47,India,North America,167,Other,Undergraduate,Medicine,Employment
2022,October,43,USA,Asia,476,Female,PhD,Business,Employment
2023,October,42,India,Oceania,327,Male,Postgraduate,Business,Research
2023,July,30,USA,Asia,317,Female,Undergraduate,Arts,Research
2021,September,38,Canada,Europe,264,Female,Postgraduate,Medicine,Employment
2023,November,46,USA,Asia,283,Female,Undergraduate,Science,Research
2023,November,47,Canada,Asia,440,Female,PhD,Medicine,Employment
2022,June,26,Canada,Europe,413,Female,PhD,Arts,Research
2023,July,27,India,Oceania,106,Other,Undergraduate,Arts,Employment
2022,March,12,USA,Oceania,348,Male,PhD,Engineering,Employment
2023,March,11,UK,Asia,306,Female,Undergraduate,Engineering,Employment
2021,September,36,USA,Oceania,171,Other,Undergraduate,Arts,Research
2022,May,21,USA,Asia,451,Female,PhD,Arts,Research
2022,May,18,India,Europe,253,Female,PhD,Medicine,Employment
2023,September,37,Australia,Europe,466,Male,Postgraduate,Medicine,Research
2021,March,12,Australia,Europe,358,Female,Undergraduate,Engineering,Employment
2023,December,50,USA,North America,140,Male,Postgraduate,Medicine,Research
2023,October,41,Canada,Europe,424,Other,Postgraduate,Business,Employment
2022,November,47,USA,North America,268,Male,Undergraduate,Engineering,Employment
2021,November,44,India,Europe,154,Female,Postgraduate,Business,Research
2023,May,21,India,Europe,463,Female,Postgraduate,Science,Employment
2022,September,37,UK,Oceania,475,Male,Undergraduate,Engineering,Employment
2022,August,33,Australia,North America,214,Female,Postgraduate,Business,Research
2022,January,04,India,Oceania,166,Other,Postgraduate,Business,Research
2022,December,49,USA,Oceania,52,Other,Postgraduate,Medicine,Employment
2021,July,26,Canada,North America,331,Female,Postgraduate,Engineering,Research
2023,February,08,India,Oceania,258,Other,Undergraduate,Business,Research
2021,March,13,Canada,Oceania,372,Male,PhD,Medicine,Entrepreneurship
2021,May,21,Canada,Oceania,117,Male,PhD,Science,Research
2021,July,30,Canada,Europe,401,Other,Postgraduate,Science,Employment
2021,June,24,India,Europe,408,Female,PhD,Engineering,Research
2023,September,36,USA,Oceania,140,Other,PhD,Science,Employment
2022,September,37,India,Asia,364,Other,Postgraduate,Engineering,Employment
2022,April,15,USA,Oceania,90,Other,Postgraduate,Science,Employment
2023,April,13,Canada,Asia,148,Female,Undergraduate,Medicine,Research
2023,April,14,USA,North America,159,Female,Undergraduate,Business,Research
2022,April,13,USA,North America,329,Female,PhD,Business,Entrepreneurship
2022,November,44,Canada,North America,463,Other,Undergraduate,Business,Entrepreneurship
2023,January,03,India,Europe,184,Female,Undergraduate,Arts,Entrepreneurship
2023,August,34,UK,Europe,353,Other,PhD,Engineering,Employment
2023,November,48,UK,Oceania,216,Female,Postgraduate,Arts,Research
2021,March,12,Canada,Oceania,136,Female,PhD,Science,Research
2022,May,19,Australia,Asia,247,Male,Postgraduate,Science,Research
2022,March,12,Canada,Oceania,225,Male,Postgraduate,Science,Employment
2022,March,10,UK,Europe,416,Female,Undergraduate,Medicine,Entrepreneurship
2023,April,14,UK,North America,360,Male,Undergraduate,Arts,Entrepreneurship
2021,July,27,Australia,Asia,348,Female,PhD,Science,Employment
2021,March,13,USA,Oceania,337,Female,Postgraduate,Arts,Research
2022,October,42,Australia,Europe,498,Male,Undergraduate,Science,Research
2023,September,38,India,Asia,314,Other,PhD,Science,Research
2021,May,19,Australia,North America,239,Male,Postgraduate,Engineering,Entrepreneurship
2023,June,24,USA,Europe,479,Other,PhD,Business,Employment
2023,July,30,Canada,Europe,193,Other,Undergraduate,Science,Entrepreneurship
2022,April,15,UK,Europe,319,Female,Undergraduate,Business,Employment
2021,October,44,Australia,Oceania,85,Female,PhD,Medicine,Research
2023,October,43,Canada,Europe,379,Other,Postgraduate,Engineering,Entrepreneurship
2023,May,19,Canada,Asia,312,Female,PhD,Engineering,Research
2023,August,31,USA,Europe,288,Female,Postgraduate,Medicine,Research
2021,January,04,USA,Europe,130,Female,Undergraduate,Business,Entrepreneurship
2023,September,37,UK,Oceania,351,Female,PhD,Medicine,Employment
2021,May,21,India,North America,422,Other,Undergraduate,Medicine,Employment
2021,November,45,Australia,Oceania,91,Other,Undergraduate,Science,Entrepreneurship
2022,February,07,India,North America,390,Other,Undergraduate,Science,Entrepreneurship
2022,January,02,UK,North America,336,Male,PhD,Arts,Employment
2023,October,41,India,Europe,490,Male,Postgraduate,Science,Entrepreneurship
2022,March,13,Australia,Asia,495,Male,Undergraduate,Science,Employment
2021,August,33,Australia,Oceania,485,Female,Postgraduate,Science,Employment
2023,July,28,Australia,Europe,426,Other,Postgraduate,Business,Employment
2023,January,01,UK,Europe,292,Female,Undergraduate,Science,Entrepreneurship
2021,June,23,India,Asia,392,Male,Postgraduate,Engineering,Research
2021,November,47,UK,North America,460,Female,Postgraduate,Business,Entrepreneurship
2022,June,24,Canada,Oceania,273,Female,Postgraduate,Arts,Employment
2023,February,08,UK,Asia,293,Other,Postgraduate,Engineering,Employment
2023,March,11,Canada,Asia,369,Female,PhD,Arts,Entrepreneurship
2023,March,13,UK,Europe,89,Male,Postgraduate,Medicine,Research
2022,January,02,Canada,Asia,302,Male,Undergraduate,Business,Entrepreneurship
2023,August,32,India,North America,394,Male,Postgraduate,Arts,Employment
2021,December,48,Australia,Europe,283,Male,Postgraduate,Arts,Entrepreneurship
2023,October,40,USA,Europe,278,Male,PhD,Business,Employment
2022,July,29,Australia,North America,429,Other,Postgraduate,Engineering,Employment
2022,May,18,India,North America,437,Other,Undergraduate,Science,Employment
2022,January,04,USA,Oceania,137,Male,PhD,Medicine,Research
2022,February,08,UK,Europe,214,Female,Undergraduate,Science,Employment
2022,December,49,USA,Europe,453,Female,Postgraduate,Science,Employment
2022,February,07,UK,Oceania,416,Male,Postgraduate,Arts,Entrepreneurship
2023,February,08,Canada,Oceania,55,Other,PhD,Engineering,Employment
2022,July,28,Canada,Europe,480,Other,PhD,Science,Research
2022,January,02,India,Asia,101,Male,PhD,Arts,Research
2022,March,10,USA,North America,51,Other,Undergraduate,Science,Employment
2021,March,11,Canada,North America,371,Male,Undergraduate,Engineering,Employment
2021,September,36,UK,Oceania,271,Male,Postgraduate,Engineering,Employment
2022,April,15,USA,Europe,418,Male,Postgraduate,Arts,Entrepreneurship
2023,January,02,UK,Oceania,436,Male,PhD,Business,Entrepreneurship
2022,December,52,Canada,Oceania,341,Female,PhD,Science,Research
2023,December,52,Canada,Europe,446,Male,PhD,Medicine,Entrepreneurship
2023,March,09,Canada,North America,186,Male,Undergraduate,Engineering,Research
2023,May,21,Australia,Oceania,159,Other,Postgraduate,Science,Entrepreneurship
2021,September,36,Canada,Europe,482,Male,PhD,Medicine,Employment
2021,July,27,Australia,Europe,172,Male,Postgraduate,Engineering,Entrepreneurship
2021,March,12,USA,North America,498,Other,Postgraduate,Arts,Entrepreneurship
2023,October,40,USA,Asia,243,Female,PhD,Science,Entrepreneurship
2021,December,50,India,North America,215,Other,PhD,Arts,Entrepreneurship
2023,May,18,Canada,Oceania,397,Other,Postgraduate,Science,Entrepreneurship
2023,July,30,Australia,Oceania,231,Female,PhD,Engineering,Employment
2023,July,27,Canada,Oceania,494,Other,Undergraduate,Business,Entrepreneurship
2021,January,04,Australia,Europe,205,Female,Undergraduate,Arts,Research
2021,September,38,India,Asia,309,Female,Postgraduate,Arts,Entrepreneurship
2023,March,11,USA,North America,430,Female,Postgraduate,Arts,Entrepreneurship
2023,October,42,UK,Oceania,407,Other,Postgraduate,Science,Entrepreneurship
2021,July,30,Australia,North America,242,Female,PhD,Arts,Research
2021,January,03,Canada,Asia,217,Other,PhD,Medicine,Employment
2023,June,26,UK,Asia,435,Female,PhD,Business,Research
2023,July,29,Australia,Asia,245,Female,PhD,Arts,Employment
2022,October,39,UK,Europe,92,Other,Undergraduate,Business,Research
2021,July,30,Canada,North America,148,Male,Undergraduate,Arts,Employment
2023,August,35,India,Oceania,369,Other,PhD,Science,Research
2021,September,37,Canada,Oceania,429,Other,PhD,Science,Research
2022,September,39,USA,North America,404,Female,Undergraduate,Engineering,Employment
2022,May,19,UK,Oceania,115,Female,PhD,Science,Entrepreneurship
2023,October,40,UK,Europe,82,Female,Postgraduate,Engineering,Entrepreneurship
2023,April,18,India,Oceania,135,Other,Undergraduate,Science,Employment
2022,March,11,USA,Asia,98,Male,Undergraduate,Medicine,Entrepreneurship
2021,March,12,USA,Oceania,419,Female,Postgraduate,Medicine,Employment
2022,March,13,USA,Europe,105,Other,Undergraduate,Arts,Employment
2022,September,38,India,Europe,243,Female,PhD,Science,Entrepreneurship
2021,February,05,UK,North America,392,Female,Postgraduate,Engineering,Research
2021,April,15,USA,Europe,427,Other,Postgraduate,Medicine,Entrepreneurship
2021,February,06,Canada,Asia,409,Female,PhD,Medicine,Research
2022,September,37,India,Asia,315,Other,Undergraduate,Business,Research
2023,October,40,India,Europe,145,Female,Undergraduate,Science,Employment
2022,September,36,USA,North America,336,Other,Postgraduate,Medicine,Research
2021,October,40,Canada,North America,339,Male,PhD,Science,Employment
2021,January,03,UK,Asia,454,Male,Undergraduate,Medicine,Entrepreneurship
2023,May,22,USA,North America,421,Other,PhD,Business,Employment
2023,July,26,India,Europe,272,Male,Postgraduate,Engineering,Research
2023,February,05,USA,Oceania,173,Other,PhD,Science,Employment
2022,June,25,UK,Oceania,51,Female,PhD,Business,Research
2021,July,28,Canada,Europe,248,Other,Postgraduate,Business,Research
2022,May,20,India,Oceania,228,Female,Postgraduate,Engineering,Employment
2022,September,39,India,Oceania,266,Other,Undergraduate,Medicine,Employment
2021,March,13,UK,North America,298,Other,Undergraduate,Arts,Entrepreneurship
2022,May,21,Australia,Oceania,114,Male,PhD,Engineering,Employment
2023,October,44,India,Asia,68,Other,PhD,Medicine,Employment
2022,April,14,Canada,Europe,181,Female,Postgraduate,Science,Research
2023,February,09,USA,North America,309,Other,Undergraduate,Medicine,Employment
2022,September,37,Australia,Oceania,443,Other,PhD,Business,Employment
2021,August,35,Canada,Asia,314,Other,Postgraduate,Business,Entrepreneurship
2022,November,46,UK,North America,136,Other,PhD,Arts,Entrepreneurship
2023,March,11,USA,Europe,474,Female,Postgraduate,Medicine,Employment
2022,May,19,Canada,Asia,50,Other,Undergraduate,Medicine,Employment
2021,January,01,India,North America,484,Female,Undergraduate,Medicine,Entrepreneurship
2021,April,14,UK,Asia,488,Female,PhD,Science,Research
2022,May,19,India,Asia,360,Other,PhD,Engineering,Employment
2021,September,38,Canada,North America,165,Other,PhD,Engineering,Employment
2022,July,29,Australia,Europe,164,Male,Undergraduate,Science,Research
2022,November,48,India,Asia,162,Male,Undergraduate,Science,Research
2022,May,20,UK,Asia,454,Male,Postgraduate,Engineering,Employment
2022,June,23,India,North America,93,Other,Postgraduate,Science,Employment
2022,March,11,India,Asia,385,Female,Postgraduate,Arts,Employment
2023,September,38,Canada,Oceania,78,Female,Postgraduate,Engineering,Employment
2022,December,49,USA,Asia,302,Female,Postgraduate,Business,Research
2023,December,50,USA,Oceania,201,Female,PhD,Medicine,Entrepreneurship
2023,December,49,India,North America,234,Other,Postgraduate,Science,Research
2023,February,06,UK,Oceania,218,Female,PhD,Medicine,Employment
2022,January,03,Australia,Oceania,417,Male,Postgraduate,Business,Employment
2022,July,30,USA,Oceania,150,Female,Postgraduate,Arts,Research
2022,May,20,India,Europe,216,Male,Undergraduate,Medicine,Entrepreneurship
2021,January,04,Australia,Europe,250,Female,Undergraduate,Engineering,Research
2021,July,29,Canada,Europe,466,Female,PhD,Arts,Employment
2022,February,07,UK,Asia,151,Male,PhD,Business,Research
2021,September,38,Australia,Oceania,380,Male,Undergraduate,Engineering,Employment
2023,February,08,Australia,Asia,287,Female,PhD,Arts,Entrepreneurship
2022,July,27,Canada,Oceania,132,Female,PhD,Science,Entrepreneurship
2022,August,33,Australia,Asia,484,Other,Undergraduate,Medicine,Entrepreneurship
2023,September,36,Australia,North America,319,Male,Undergraduate,Engineering,Entrepreneurship
2023,February,07,Canada,Europe,399,Male,PhD,Engineering,Employment
2023,August,34,UK,Europe,283,Other,Undergraduate,Arts,Research
2023,April,15,Canada,Oceania,108,Female,Undergraduate,Arts,Entrepreneurship
2022,June,23,UK,Asia,427,Female,Undergraduate,Business,Entrepreneurship
2021,November,47,Canada,North America,321,Male,Undergraduate,Arts,Employment
2021,December,48,UK,Oceania,303,Other,Postgraduate,Medicine,Entrepreneurship
2023,April,15,Australia,Asia,378,Other,Undergraduate,Engineering,Employment
2022,November,46,Canada,Europe,93,Female,Postgraduate,Business,Entrepreneurship
2022,April,15,USA,Europe,155,Other,PhD,Science,Employment
2022,November,45,Australia,Asia,420,Other,Postgraduate,Business,Entrepreneurship
2022,January,02,Canada,Europe,133,Female,Undergraduate,Arts,Entrepreneurship
2023,December,49,USA,Asia,493,Other,PhD,Engineering,Employment
2022,September,36,UK,Asia,193,Female,Undergraduate,Business,Research
2023,May,21,Canada,Oceania,307,Other,Postgraduate,Medicine,Employment
2022,July,29,Canada,Asia,133,Male,Undergraduate,Medicine,Entrepreneurship
2021,March,12,India,North America,98,Male,Postgraduate,Business,Employment
2021,August,34,USA,Europe,309,Male,Postgraduate,Arts,Entrepreneurship
2022,July,28,Australia,Asia,446,Female,Undergraduate,Medicine,Employment
2023,July,28,USA,Asia,249,Male,Postgraduate,Arts,Entrepreneurship
2022,June,26,USA,Asia,73,Male,Postgraduate,Business,Employment
2021,December,50,USA,Oceania,198,Other,PhD,Medicine,Entrepreneurship
2021,May,19,USA,Asia,346,Female,Undergraduate,Business,Employment
2021,December,52,USA,North America,442,Male,Undergraduate,Arts,Entrepreneurship
2023,August,33,Canada,Asia,219,Female,Postgraduate,Medicine,Research
2023,March,10,UK,Oceania,257,Female,PhD,Medicine,Research
2022,September,38,India,North America,376,Female,PhD,Medicine,Entrepreneurship
2022,May,21,UK,Asia,456,Other,PhD,Medicine,Research
2021,May,19,USA,Europe,340,Other,Postgraduate,Engineering,Research
